Type,Gene
protein_coding,TRIM6-TRIM34
protein_coding,TRIM60
processed_pseudogene,TRIM60P17
protein_coding,TRIM61
protein_coding,TRIM62
protein_coding,TRIM63
pseudogene,TRIM64
protein_coding,TRIM64B
protein_coding,TRIM64C
protein_coding,TRIM65
protein_coding,TRIM66
protein_coding,TRIM67
protein_coding,TRIM68
protein_coding,TRIM69
protein_coding,TRIM7
protein_coding,TRIM71
protein_coding,TRIM72
protein_coding,TRIM73
protein_coding,TRIM74
protein_coding,TRIM77
protein_coding,TRIM8
unitary_pseudogene,TRIM80P
protein_coding,TRIM9
protein_coding,TRIML1
protein_coding,TRIML2
protein_coding,TRIO
protein_coding,TRIOBP
protein_coding,TRIP10
protein_coding,TRIP11
protein_coding,TRIP12
protein_coding,TRIP13
protein_coding,TRIP4
protein_coding,TRIP6
protein_coding,TRIQK
protein_coding,TRIT1
protein_coding,TRMO
protein_coding,TRMT1
protein_coding,TRMT10A
protein_coding,TRMT10B
protein_coding,TRMT10C
protein_coding,TRMT11
protein_coding,TRMT112
protein_coding,TRMT12
protein_coding,TRMT13
protein_coding,TRMT1L
protein_coding,TRMT2A
protein_coding,TRMT2B
protein_coding,TRMT44
protein_coding,TRMT5
protein_coding,TRMT6
protein_coding,TRMT61A
protein_coding,TRMT61B
protein_coding,TRMU
protein_coding,TRNAU1AP
protein_coding,TRNP1
protein_coding,TRNT1
protein_coding,TRO
protein_coding,TROAP
protein_coding,TROVE2
protein_coding,TRPA1
protein_coding,TRPC1
pseudogene,TRPC2
protein_coding,TRPC3
protein_coding,TRPC4
protein_coding,TRPC4AP
protein_coding;overexpressed_ribodepletion,TRPC5
antisense,TRPC5OS
protein_coding,TRPC6
protein_coding,TRPC7
antisense,TRPC7-AS2
protein_coding,TRPM1
protein_coding,TRPM2
protein_coding,TRPM3
protein_coding,TRPM4
protein_coding,TRPM5
protein_coding,TRPM6
protein_coding,TRPM7
protein_coding,TRPM8
protein_coding;overexpressed_ribodepletion,TRPS1
protein_coding,TRPT1
protein_coding,TRPV1
protein_coding,TRPV2
protein_coding,TRPV3
protein_coding,TRPV4
protein_coding,TRPV5
protein_coding,TRPV6
protein_coding,TRRAP
protein_coding,TRUB1
protein_coding,TRUB2
protein_coding,TSACC
protein_coding,TSC1
protein_coding,TSC2
protein_coding,TSC22D1
antisense,TSC22D1-AS1
protein_coding,TSC22D2
protein_coding,TSC22D3
protein_coding,TSC22D4
protein_coding,TSEN15
processed_pseudogene,TSEN15P1
protein_coding,TSEN2
protein_coding,TSEN34
protein_coding,TSEN54
protein_coding,TSFM
protein_coding,TSG101
protein_coding,TSGA10
polymorphic_pseudogene,TSGA10IP
protein_coding,TSGA13
protein_coding,TSHB
protein_coding;overexpressed_ribodepletion,TSHR
protein_coding,TSHZ1
protein_coding,TSHZ2
protein_coding,TSHZ3
lincRNA,TSIX
protein_coding,TSKS
protein_coding,TSKU
protein_coding,TSLP
protein_coding,TSN
protein_coding,TSNARE1
protein_coding,TSNAX
protein_coding;overexpressed_ribodepletion,TSNAX-DISC1
protein_coding,TSNAXIP1
protein_coding,TSPAN1
polymorphic_pseudogene,TSPAN10
protein_coding,TSPAN11
protein_coding,TSPAN12
protein_coding,TSPAN13
protein_coding,TSPAN14
protein_coding,TSPAN15
protein_coding,TSPAN16
protein_coding,TSPAN17
protein_coding,TSPAN18
protein_coding,TSPAN19
protein_coding,TSPAN2
protein_coding,TSPAN3
protein_coding,TSPAN31
protein_coding,TSPAN32
protein_coding,TSPAN33
protein_coding,TSPAN4
protein_coding,TSPAN5
protein_coding,TSPAN6
protein_coding,TSPAN7
protein_coding,TSPAN8
protein_coding,TSPAN9
protein_coding,TSPEAR
antisense,TSPEAR-AS1
antisense,TSPEAR-AS2
protein_coding,TSPO
protein_coding,TSPO2
protein_coding,TSPY1
protein_coding,TSPY10
protein_coding,TSPY2
unprocessed_pseudogene,TSPY21P
unprocessed_pseudogene,TSPY22P
unprocessed_pseudogene,TSPY23P
pseudogene,TSPY26P
protein_coding,TSPY3
protein_coding,TSPY4
protein_coding,TSPY8
unprocessed_pseudogene,TSPY9P
protein_coding,TSPYL1
protein_coding,TSPYL2
protein_coding,TSPYL4
protein_coding,TSPYL5
protein_coding;overexpressed_ribodepletion,TSPYL6
protein_coding,TSR1
protein_coding,TSR2
protein_coding,TSR3
protein_coding,TSSC1
pseudogene,TSSC2
protein_coding,TSSC4
unitary_pseudogene,TSSK1A
protein_coding,TSSK1B
protein_coding,TSSK2
protein_coding,TSSK3
protein_coding,TSSK4
unitary_pseudogene,TSSK5P
protein_coding,TSSK6
protein_coding,TST
protein_coding,TSTA3
protein_coding,TSTD1
protein_coding,TSTD2
antisense,TSTD3
protein_coding,TTBK1
protein_coding,TTBK2
protein_coding,TTC1
protein_coding,TTC12
protein_coding,TTC13
protein_coding,TTC14
protein_coding,TTC16
protein_coding,TTC17
protein_coding,TTC19
protein_coding,TTC21A
protein_coding,TTC21B
processed_transcript,TTC21B-AS1
protein_coding,TTC22
protein_coding,TTC23
protein_coding,TTC23L
protein_coding,TTC24
processed_transcript,TTC25
protein_coding,TTC26
protein_coding,TTC27
protein_coding,TTC28
processed_transcript,TTC28-AS1
protein_coding,TTC29
protein_coding,TTC3
protein_coding,TTC30A
protein_coding,TTC30B
protein_coding,TTC31
protein_coding,TTC32
protein_coding,TTC33
protein_coding,TTC34
protein_coding,TTC36
protein_coding,TTC37
protein_coding,TTC38
protein_coding,TTC39A
protein_coding,TTC39B
protein_coding,TTC39C
pseudogene,TTC3P1
protein_coding,TTC4
transcribed_unitary_pseudogene,TTC41P
protein_coding,TTC5
protein_coding,TTC6
protein_coding,TTC7A
protein_coding,TTC7B
protein_coding,TTC8
protein_coding,TTC9
protein_coding,TTC9B
protein_coding,TTC9C
protein_coding,TTF1
protein_coding,TTF2
protein_coding,TTI1
protein_coding,TTI2
protein_coding,TTK
protein_coding,TTL
protein_coding,TTLL1
protein_coding,TTLL10
antisense,TTLL10-AS1
protein_coding,TTLL11
lincRNA,TTLL11-IT1
protein_coding,TTLL12
protein_coding,TTLL2
protein_coding,TTLL3
protein_coding,TTLL4
protein_coding,TTLL5
protein_coding,TTLL6
protein_coding,TTLL7
protein_coding,TTLL8
protein_coding,TTLL9
protein_coding;overexpressed_ribodepletion,TTN
antisense,TTN-AS1
protein_coding,TTPA
protein_coding,TTPAL
protein_coding,TTR
lincRNA,TTTY1
lincRNA,TTTY10
lincRNA,TTTY11
lincRNA,TTTY12
lincRNA,TTTY13
lincRNA,TTTY14
lincRNA,TTTY15
lincRNA,TTTY16
lincRNA,TTTY17A
lincRNA,TTTY18
lincRNA,TTTY19
lincRNA,TTTY1B
lincRNA,TTTY2
antisense,TTTY20
lincRNA,TTTY21
lincRNA,TTTY21B
lincRNA,TTTY22
lincRNA,TTTY23
unprocessed_pseudogene,TTTY25P
lincRNA,TTTY2B
lincRNA,TTTY3
lincRNA,TTTY3B
lincRNA,TTTY4
lincRNA,TTTY4C
lincRNA,TTTY5
lincRNA,TTTY6
antisense,TTTY6B
lincRNA,TTTY7
lincRNA,TTTY7B
lincRNA,TTTY8
lincRNA,TTTY8B
antisense,TTTY9B
protein_coding,TTYH1
protein_coding,TTYH2
protein_coding,TTYH3
protein_coding,TUB
protein_coding,TUBA1A
protein_coding,TUBA1B
protein_coding,TUBA1C
protein_coding,TUBA3C
protein_coding,TUBA3D
protein_coding,TUBA3E
pseudogene,TUBA3FP
protein_coding,TUBA4A
pseudogene,TUBA4B
protein_coding,TUBA8
protein_coding,TUBAL3
processed_pseudogene,TUBAP
protein_coding,TUBB
protein_coding,TUBB1
unprocessed_pseudogene,TUBB1P1
unprocessed_pseudogene,TUBB1P2
protein_coding,TUBB2A
protein_coding,TUBB2B
unprocessed_pseudogene,TUBB2BP1
protein_coding,TUBB3
protein_coding,TUBB4A
protein_coding,TUBB4B
protein_coding,TUBB6
unprocessed_pseudogene,TUBB7P
protein_coding,TUBB8
unprocessed_pseudogene,TUBB8P10
unprocessed_pseudogene,TUBB8P11
unprocessed_pseudogene,TUBB8P4
unprocessed_pseudogene,TUBB8P5
unprocessed_pseudogene,TUBB8P6
transcribed_unprocessed_pseudogene,TUBB8P7
unprocessed_pseudogene,TUBB8P8
unprocessed_pseudogene,TUBB8P9
transcribed_processed_pseudogene,TUBBP1
pseudogene,TUBBP5
protein_coding,TUBD1
protein_coding,TUBE1
protein_coding,TUBG1
processed_pseudogene,TUBG1P
protein_coding,TUBG2
protein_coding,TUBGCP2
protein_coding,TUBGCP3
protein_coding,TUBGCP4
protein_coding,TUBGCP5
protein_coding,TUBGCP6
protein_coding,TUFM
processed_pseudogene,TUFMP1
protein_coding,TUFT1
antisense,TUG1
protein_coding,TULP1
protein_coding,TULP2
protein_coding,TULP3
transcribed_processed_pseudogene,TULP3P1
protein_coding,TULP4
protein_coding,TUNAR
protein_coding,TUSC1
protein_coding,TUSC2
protein_coding,TUSC3
protein_coding,TUSC5
antisense,TUSC7
protein_coding,TUT1
protein_coding,TVP23A
protein_coding,TVP23B
protein_coding,TVP23C
protein_coding,TVP23C-CDRT4
processed_pseudogene,TVP23CP2
protein_coding,TWF1
processed_pseudogene,TWF1P1
protein_coding,TWF2
protein_coding,TWIST1
protein_coding,TWIST2
protein_coding,TWISTNB
protein_coding,TWNK
protein_coding,TWSG1
protein_coding,TXK
protein_coding,TXLNA
protein_coding,TXLNB
protein_coding,TXLNG
protein_coding,TXN
protein_coding,TXN2
protein_coding,TXNDC11
protein_coding,TXNDC12
antisense,TXNDC12-AS1
protein_coding,TXNDC15
protein_coding,TXNDC16
protein_coding,TXNDC17
protein_coding,TXNDC2
protein_coding,TXNDC5
protein_coding,TXNDC8
protein_coding,TXNDC9
protein_coding,TXNIP
protein_coding,TXNL1
protein_coding,TXNL4A
protein_coding,TXNL4B
protein_coding,TXNRD1
protein_coding,TXNRD2
protein_coding,TXNRD3
protein_coding,TXNRD3NB
protein_coding,TYK2
protein_coding,TYMP
protein_coding,TYMS
protein_coding,TYR
unprocessed_pseudogene,TYRL
protein_coding,TYRO3
pseudogene,TYRO3P
protein_coding,TYROBP
protein_coding,TYRP1
protein_coding,TYSND1
protein_coding,TYW1
polymorphic_pseudogene,TYW1B
protein_coding,TYW3
protein_coding,TYW5
protein_coding,U2AF1
protein_coding,U2AF1L4
protein_coding,U2AF1L5
protein_coding,U2AF2
protein_coding,U2SURP
protein_coding,UACA
protein_coding,UAP1
protein_coding,UAP1L1
protein_coding,UBA1
protein_coding,UBA2
protein_coding,UBA3
protein_coding,UBA5
protein_coding,UBA52
processed_pseudogene,UBA52P3
processed_pseudogene,UBA52P5
processed_pseudogene,UBA52P7
processed_pseudogene,UBA52P8
processed_pseudogene,UBA52P9
protein_coding,UBA6
antisense,UBA6-AS1
protein_coding,UBA7
protein_coding,UBAC1
protein_coding,UBAC2
lincRNA,UBAC2-AS1
protein_coding,UBALD1
protein_coding,UBALD2
protein_coding,UBAP1
protein_coding,UBAP1L
protein_coding,UBAP2
protein_coding,UBAP2L
protein_coding,UBASH3A
protein_coding,UBASH3B
protein_coding,UBB
processed_pseudogene,UBBP2
transcribed_unprocessed_pseudogene,UBBP4
protein_coding,UBC
protein_coding,UBD
unprocessed_pseudogene,UBDP1
protein_coding,UBE2A
protein_coding,UBE2B
protein_coding,UBE2C
processed_pseudogene,UBE2CP2
protein_coding,UBE2D1
protein_coding,UBE2D2
protein_coding,UBE2D3
protein_coding,UBE2D4
pseudogene,UBE2DNL
protein_coding,UBE2E1
antisense,UBE2E1-AS1
protein_coding,UBE2E2
antisense,UBE2E2-AS1
protein_coding,UBE2E3
protein_coding,UBE2F
protein_coding,UBE2F-SCLY
protein_coding,UBE2G1
protein_coding,UBE2G2
protein_coding,UBE2H
protein_coding,UBE2I
protein_coding,UBE2J1
protein_coding,UBE2J2
protein_coding,UBE2K
protein_coding,UBE2L3
processed_pseudogene,UBE2L4
protein_coding,UBE2L6
protein_coding,UBE2M
pseudogene,UBE2MP1
protein_coding,UBE2N
protein_coding,UBE2NL
protein_coding,UBE2O
protein_coding,UBE2Q1
antisense,UBE2Q1-AS1
protein_coding,UBE2Q2
protein_coding,UBE2Q2L
pseudogene,UBE2Q2P1
pseudogene,UBE2Q2P2
transcribed_unprocessed_pseudogene,UBE2Q2P6
protein_coding,UBE2QL1
protein_coding,UBE2R2
protein_coding,UBE2S
processed_pseudogene,UBE2SP1
processed_pseudogene,UBE2SP2
protein_coding,UBE2T
protein_coding,UBE2U
protein_coding,UBE2V1
processed_pseudogene,UBE2V1P1
protein_coding,UBE2V2
protein_coding,UBE2W
protein_coding,UBE2Z
protein_coding,UBE3A
processed_pseudogene,UBE3AP2
protein_coding,UBE3B
protein_coding,UBE3C
protein_coding,UBE3D
protein_coding,UBE4A
protein_coding,UBE4B
protein_coding,UBFD1
protein_coding,UBIAD1
protein_coding,UBL3
protein_coding,UBL4A
protein_coding,UBL4B
protein_coding,UBL5
protein_coding,UBL7
antisense,UBL7-AS1
protein_coding,UBLCP1
protein_coding,UBN1
protein_coding,UBN2
protein_coding,UBOX5
antisense,UBOX5-AS1
protein_coding,UBP1
protein_coding,UBQLN1
protein_coding,UBQLN2
protein_coding;overexpressed_ribodepletion,UBQLN3
protein_coding,UBQLN4
protein_coding,UBQLNL
protein_coding,UBR1
protein_coding,UBR2
protein_coding,UBR3
protein_coding,UBR4
protein_coding,UBR5
protein_coding,UBR7
protein_coding,UBTD1
protein_coding,UBTD2
protein_coding,UBTF
pseudogene,UBTFL1
processed_pseudogene,UBTFL2
unprocessed_pseudogene,UBTFL3
unprocessed_pseudogene,UBTFL5
unprocessed_pseudogene,UBTFL6
protein_coding,UBXN1
protein_coding,UBXN10
antisense,UBXN10-AS1
protein_coding,UBXN11
protein_coding,UBXN2A
protein_coding,UBXN2B
protein_coding,UBXN4
protein_coding,UBXN6
protein_coding,UBXN7
antisense,UBXN7-AS1
processed_transcript,UBXN8
processed_transcript,UCA1
protein_coding,UCHL1
antisense,UCHL1-AS1
protein_coding,UCHL3
protein_coding,UCHL5
protein_coding,UCK1
protein_coding,UCK2
protein_coding,UCKL1
antisense,UCKL1-AS1
protein_coding,UCMA
protein_coding,UCN
protein_coding,UCN2
protein_coding,UCN3
protein_coding,UCP1
protein_coding,UCP2
protein_coding,UCP3
protein_coding,UEVLD
protein_coding,UFC1
protein_coding,UFD1L
protein_coding,UFL1
protein_coding,UFM1
protein_coding,UFSP1
protein_coding,UFSP2
protein_coding,UGCG
protein_coding,UGDH
antisense,UGDH-AS1
protein_coding,UGGT1
protein_coding,UGGT2
protein_coding,UGP2
protein_coding,UGT1A1
protein_coding,UGT1A10
unprocessed_pseudogene,UGT1A11P
unprocessed_pseudogene,UGT1A12P
unprocessed_pseudogene,UGT1A13P
unprocessed_pseudogene,UGT1A2P
protein_coding,UGT1A3
protein_coding,UGT1A4
protein_coding,UGT1A5
protein_coding,UGT1A6
protein_coding,UGT1A7
protein_coding,UGT1A8
protein_coding,UGT1A9
protein_coding,UGT2A1
protein_coding,UGT2A2
protein_coding,UGT2A3
protein_coding,UGT2B10
protein_coding,UGT2B11
protein_coding,UGT2B15
protein_coding,UGT2B17
protein_coding,UGT2B28
unprocessed_pseudogene,UGT2B29P
protein_coding,UGT2B4
protein_coding,UGT2B7
protein_coding,UGT3A1
protein_coding,UGT3A2
protein_coding,UGT8
protein_coding,UHMK1
processed_transcript,UHRF1
protein_coding,UHRF1BP1
protein_coding,UHRF1BP1L
protein_coding,UHRF2
protein_coding,UIMC1
protein_coding,ULBP1
protein_coding,ULBP2
protein_coding,ULBP3
protein_coding,ULK1
protein_coding,ULK2
protein_coding,ULK3
protein_coding;overexpressed_ribodepletion,ULK4
pseudogene,ULK4P1
transcribed_unprocessed_pseudogene,ULK4P2
pseudogene,ULK4P3
protein_coding,UMAD1
protein_coding,UMOD
protein_coding,UMODL1
protein_coding,UMPS
protein_coding,UNC119
protein_coding,UNC119B
protein_coding,UNC13A
protein_coding,UNC13B
protein_coding,UNC13C
protein_coding,UNC13D
protein_coding,UNC45A
protein_coding,UNC45B
protein_coding,UNC50
protein_coding,UNC5A
protein_coding,UNC5B
antisense,UNC5B-AS1
protein_coding,UNC5C
protein_coding,UNC5CL
protein_coding,UNC5D
protein_coding,UNC79
protein_coding,UNC80
protein_coding,UNC93A
protein_coding,UNC93B1
unprocessed_pseudogene,UNC93B3
protein_coding,UNCX
protein_coding,UNG
processed_pseudogene,UNGP1
protein_coding,UNK
protein_coding,UNKL
pseudogene,UOX
protein_coding,UPB1
protein_coding,UPF1
protein_coding,UPF2
protein_coding,UPF3A
processed_pseudogene,UPF3AP1
transcribed_processed_pseudogene,UPF3AP2
protein_coding,UPF3B
protein_coding,UPK1A
antisense,UPK1A-AS1
protein_coding,UPK1B
protein_coding,UPK2
protein_coding,UPK3A
protein_coding,UPK3B
protein_coding,UPK3BL
protein_coding,UPP1
protein_coding,UPP2
protein_coding,UPRT
protein_coding,UQCC1
protein_coding,UQCC2
protein_coding,UQCR10
protein_coding,UQCR11
protein_coding,UQCRB
pseudogene,UQCRBP1
protein_coding,UQCRC1
protein_coding,UQCRC2
protein_coding,UQCRFS1
protein_coding,UQCRH
protein_coding,UQCRHL
processed_pseudogene,UQCRHP1
protein_coding,UQCRQ
protein_coding,URAD
pseudogene,URAHP
protein_coding,URB1
protein_coding,URB2
protein_coding,URGCP
protein_coding,URGCP-MRPS24
protein_coding,URI1
protein_coding,URM1
protein_coding,UROC1
protein_coding,UROD
protein_coding,UROS
protein_coding,USB1
protein_coding,USE1
protein_coding,USF1
protein_coding,USF2
protein_coding,USF3
protein_coding,USH1C
protein_coding,USH1G
protein_coding;overexpressed_ribodepletion,USH2A
protein_coding,USHBP1
protein_coding,USMG5
protein_coding,USO1
protein_coding,USP1
protein_coding,USP10
protein_coding,USP11
protein_coding,USP12
antisense,USP12-AS1
antisense,USP12-AS2
protein_coding,USP13
protein_coding,USP14
protein_coding,USP15
protein_coding,USP16
protein_coding,USP17L1
protein_coding,USP17L10
protein_coding,USP17L11
protein_coding,USP17L12
protein_coding,USP17L13
protein_coding,USP17L15
protein_coding,USP17L17
protein_coding,USP17L18
protein_coding,USP17L19
protein_coding;overexpressed_ribodepletion,USP17L2
protein_coding,USP17L20
protein_coding,USP17L21
protein_coding,USP17L22
protein_coding,USP17L23
protein_coding,USP17L24
protein_coding,USP17L25
pseudogene,USP17L3
pseudogene,USP17L4
protein_coding,USP17L5
pseudogene,USP17L6P
pseudogene,USP17L7
pseudogene,USP17L8
pseudogene,USP17L9P
protein_coding,USP18
protein_coding,USP19
protein_coding,USP2
antisense,USP2-AS1
protein_coding,USP20
protein_coding,USP21
protein_coding,USP22
protein_coding,USP24
protein_coding,USP25
protein_coding,USP26
protein_coding,USP27X
lincRNA,USP27X-AS1
protein_coding,USP28
protein_coding,USP29
protein_coding,USP3
antisense,USP3-AS1
protein_coding,USP30
antisense,USP30-AS1
protein_coding,USP31
protein_coding,USP32
pseudogene,USP32P1
pseudogene,USP32P2
transcribed_unprocessed_pseudogene,USP32P3
protein_coding,USP33
protein_coding,USP34
protein_coding,USP35
protein_coding,USP36
protein_coding,USP37
protein_coding,USP38
protein_coding,USP39
protein_coding,USP4
protein_coding,USP40
protein_coding,USP41
protein_coding,USP42
protein_coding,USP43
protein_coding,USP44
protein_coding,USP45
protein_coding,USP46
lincRNA,USP46-AS1
protein_coding,USP47
protein_coding,USP48
protein_coding,USP49
protein_coding,USP5
protein_coding,USP50
protein_coding,USP51
protein_coding,USP53
protein_coding,USP54
protein_coding,USP6
protein_coding,USP6NL
protein_coding,USP7
protein_coding,USP8
protein_coding,USP9X
protein_coding,USP9Y
protein_coding,USPL1
protein_coding,UST
protein_coding,UTF1
protein_coding,UTP11
protein_coding,UTP14A
protein_coding,UTP14C
protein_coding,UTP15
protein_coding,UTP18
protein_coding,UTP20
protein_coding,UTP23
protein_coding,UTP3
protein_coding,UTP4
protein_coding,UTP6
protein_coding,UTRN
protein_coding,UTS2
protein_coding,UTS2B
protein_coding,UTS2R
protein_coding,UTY
protein_coding,UVRAG
protein_coding,UVSSA
protein_coding,UXS1
protein_coding,UXT
antisense,UXT-AS1
protein_coding,VAC14
antisense,VAC14-AS1
protein_coding,VAMP1
protein_coding;underexpressed_ribodepletion,VAMP2
protein_coding,VAMP3
protein_coding,VAMP4
protein_coding,VAMP5
protein_coding,VAMP7
protein_coding,VAMP8
protein_coding,VANGL1
protein_coding,VANGL2
protein_coding,VAPA
protein_coding,VAPB
protein_coding,VARS
protein_coding,VARS2
protein_coding,VASH1
protein_coding,VASH2
protein_coding,VASN
protein_coding,VASP
protein_coding,VAT1
protein_coding,VAT1L
protein_coding,VAV1
protein_coding,VAV2
protein_coding,VAV3
antisense,VAV3-AS1
protein_coding,VAX1
protein_coding,VAX2
protein_coding,VBP1
protein_coding,VCAM1
protein_coding,VCAN
protein_coding,VCL
protein_coding,VCP
protein_coding,VCPIP1
protein_coding,VCPKMT
protein_coding,VCX
protein_coding,VCX2
protein_coding,VCX3A
protein_coding,VCX3B
protein_coding,VCY
protein_coding,VCY1B
protein_coding,VDAC1
protein_coding,VDAC2
protein_coding,VDAC3
protein_coding,VDR
protein_coding,VEGFA
protein_coding,VEGFB
protein_coding,VEGFC
protein_coding,VENTX
lincRNA,VENTXP1
processed_pseudogene,VENTXP2
processed_pseudogene,VENTXP3
processed_pseudogene,VENTXP4
processed_pseudogene,VENTXP5
processed_pseudogene,VENTXP6
pseudogene,VENTXP7
protein_coding,VEPH1
protein_coding,VEZF1
protein_coding,VEZT
protein_coding,VGF
protein_coding,VGLL1
protein_coding,VGLL2
protein_coding,VGLL3
protein_coding,VGLL4
protein_coding,VHL
protein_coding,VHLL
protein_coding,VIL1
protein_coding,VILL
protein_coding,VIM
antisense,VIM-AS1
protein_coding,VIMP
protein_coding,VIP
protein_coding,VIPAS39
protein_coding,VIPR1
antisense,VIPR1-AS1
protein_coding,VIPR2
protein_coding,VIT
protein_coding,VKORC1
protein_coding,VKORC1L1
protein_coding,VLDLR
protein_coding,VMA21
protein_coding,VMAC
protein_coding,VMO1
protein_coding,VMP1
protein_coding,VN1R1
unprocessed_pseudogene,VN1R107P
pseudogene,VN1R10P
unitary_pseudogene,VN1R11P
unitary_pseudogene,VN1R12P
processed_pseudogene,VN1R13P
protein_coding,VN1R2
unitary_pseudogene,VN1R20P
unitary_pseudogene,VN1R21P
unitary_pseudogene,VN1R3
protein_coding,VN1R4
processed_pseudogene,VN1R46P
pseudogene,VN1R5
unitary_pseudogene,VN1R64P
unitary_pseudogene,VN1R65P
unprocessed_pseudogene,VN1R66P
unitary_pseudogene,VN1R67P
processed_pseudogene,VN1R68P
processed_pseudogene,VN1R69P
unitary_pseudogene,VN1R6P
processed_pseudogene,VN1R70P
processed_pseudogene,VN1R71P
unprocessed_pseudogene,VN1R76P
unprocessed_pseudogene,VN1R78P
unprocessed_pseudogene,VN1R79P
processed_pseudogene,VN1R7P
unprocessed_pseudogene,VN1R80P
unprocessed_pseudogene,VN1R81P
unprocessed_pseudogene,VN1R82P
unprocessed_pseudogene,VN1R83P
unprocessed_pseudogene,VN1R84P
unprocessed_pseudogene,VN1R85P
unprocessed_pseudogene,VN1R87P
unprocessed_pseudogene,VN1R88P
processed_pseudogene,VN1R8P
unprocessed_pseudogene,VN1R90P
